dataset,station,component,method,peak_time,score,significant,snr,kurt,econc,leakage,vetoed,ulp_score,ulp_pass
ingv,ECPN,mag,stack,2022-12-10 21:11:25,0.3892,True,5.976514474613755,-0.40896071756346997,0.15300713327574114,0.654948042049936,False,3.851012482408721,True
ingv,ECPN,mag,max,2022-12-01 02:45:01,0.6297,True,3.702660515399904,0.26644296810302937,0.04350673779208804,1.2614406348499267,False,3.8345887240009775,False
ingv,ECPN,mag,stack,2023-01-10 13:11:34,0.3846,True,6.528850346481371,-0.22734236310262634,0.1787603822140073,0.7574955032128337,False,3.7382303778868575,True
experiment,EMAS,dir,max,2023-07-30 07:49:30,0.7073,True,1.4523745310593779,-0.5939139137788163,0.09350497660706288,0.5308466550549497,False,3.730839177627942,True
ingv,ECPN,mag,max,2022-11-24 07:01:50,0.6064,False,3.7120111706331946,-0.4036078386046924,0.10136971196257942,1.1335136642969807,False,3.7109590622108346,False
ingv,ECPN,mag,max,2023-01-10 18:02:09,0.6259,True,3.7331660959643744,-0.44515993490362815,0.09236641215211776,1.4141530165634453,False,3.639484402594985,False
experiment,ECIT,mag,max,2023-07-25 03:08:29,0.6762,True,3.022440777364653,-0.18550471325589557,0.11838420738870788,0.9803009519586129,False,3.612524635022475,True
experiment,ECOR,mag,max,2023-08-01 08:15:54,0.5813,False,2.7739606104641843,0.02178315598891345,0.06058975362265262,0.5524086402025722,False,3.6097185987124574,True
ingv,ECPN,mag,max,2023-01-20 20:15:11,0.6101,False,3.476325392099917,-0.42660447491532816,0.04904872837148098,1.5373926543144851,False,3.5537025667766753,False
ingv,ECPN,mag,stack,2022-11-23 08:57:55,0.3631,False,6.215296031551846,-0.20065952351125071,0.07719835357872706,1.3354204263989273,False,3.5323106914275972,False
ingv,EEC1,mag,max,2022-12-15 10:41:54,0.5845,True,3.963666828425547,1.132966205232158,0.06333107567456175,0.895678067047998,False,3.3308380931667987,True
ingv,ECPN,mag,max,2023-02-12 19:14:09,0.591,False,2.3598653590295924,-0.47405737508933843,0.0036899755306743017,1.2650078203750998,False,3.329291690491658,False
ingv,ECPN,mag,stack,2022-11-26 19:45:28,0.4528,True,4.207661762538525,-0.4115253577108109,0.07043850884399354,0.9875290909795703,False,3.3268217942449385,True
ingv,ECPN,mag,max,2023-01-10 19:34:23,0.6078,False,2.3072950937867174,-0.5237043109555426,0.04654313518059043,1.0605875640590554,False,3.304298498284032,False
ingv,EEC1,dir,max,2022-11-18 06:10:39,0.5708,True,4.699318489042338,-0.03372559208954362,0.19192259606562864,0.9528358572423405,False,3.2802922236255645,True
experiment,ECOR,dir,max,2023-07-30 06:53:41,0.6377,True,2.065837470261185,-0.6162451729349163,0.0722540335691081,1.022754189266881,False,3.2164293064143803,False
ingv,ECPN,mag,max,2023-01-04 02:21:34,0.7673,True,2.7188218438872167,0.17930062710360684,0.11338450963947831,1.53035194152154,False,3.1888486333739046,False
ingv,ECPN,dir,max,2022-11-18 19:57:17,0.7057,True,2.7557413571867118,-0.04175793423302698,0.10993443830170543,1.3152023606034988,False,3.1771746476481604,False
ingv,ECPN,mag,max,2023-01-13 16:13:35,0.5992,False,3.122037976273591,0.517917564634518,0.04903269831355824,1.0761260771144212,False,3.1075289566321755,False
ingv,ECPN,mag,max,2023-01-01 23:10:24,0.603,False,2.0019790584693875,-0.47856453014451006,0.01787523981924699,1.210715650882644,False,3.0685540598839296,False
ingv,ECPN,mag,max,2023-02-12 03:09:06,0.658,True,1.7854616246597348,-0.6826597796657481,0.06821801018604176,1.1723840261910958,False,3.0462161355044435,False
ingv,ECPN,mag,max,2022-12-22 20:32:17,0.6798,True,2.686705247702607,-0.3609432472041969,0.08672284622084123,1.6205763015623371,False,2.955399804229447,False
ingv,ECPN,mag,max,2022-12-03 13:06:43,0.6027,False,7.059485114139007,0.913613445046475,0.4069166558805253,0.7185954958243458,False,2.951511698522146,True
ingv,ECPN,mag,stack,2023-01-10 21:10:26,0.3727,True,4.108618770859961,-0.5153593054242585,0.038879868644129664,0.9989183214557968,False,2.942497207801509,True
ingv,ECPN,mag,stack,2023-01-10 15:37:47,0.3947,True,4.93175698910556,-0.8027666619766873,0.17628417067722044,0.7625132410638462,False,2.9395335605671287,True
ingv,ECPN,mag,max,2023-01-07 17:52:31,0.6451,True,1.6541669034054374,-0.1475628813110359,0.03698612447611197,1.1113791864352438,False,2.841451954219898,False
ingv,EEC1,dir,max,2022-11-18 04:10:30,0.5596,True,3.4065177711992063,0.5638586462001123,0.1025822699143022,0.768601492325897,False,2.8413011821919714,True
experiment,EC10,mag,max,2023-07-31 12:53:29,0.5771,False,2.990864062517813,-0.6066368830791484,0.14318364259965166,0.9632981699043166,False,2.817191862419126,True
ingv,EEC1,mag,stack,2023-01-10 18:51:44,0.3436,True,4.626224365635686,-0.51089064363231,0.12057686053321187,0.6116836852984849,False,2.809281079222237,True
ingv,EEC1,dir,max,2022-11-17 19:07:35,0.5292,False,2.516496323776815,-0.6888383809320744,0.12951913425586262,0.5271611682929938,False,2.800296021852548,True
ingv,ECPN,mag,max,2022-12-07 08:54:42,0.6063,False,1.8799570830961623,0.28287840931452823,0.03315824205937229,0.8389458571026986,False,2.791528917973483,True
ingv,EEC1,mag,max,2023-01-10 23:19:13,0.54,True,3.1626177559692406,0.38366073506974363,0.05839468745350012,0.9720577953981605,False,2.778146644155931,True
experiment,EC10,mag,max,2023-08-02 07:54:00,0.5997,False,4.733217245831824,2.567577219397532,0.022942401534639525,1.4435925485674108,False,2.7378530235606346,False
ingv,EEC1,mag,max,2023-01-21 14:24:29,0.5209,False,4.319247402536375,1.5828230855671261,0.09507451854159267,0.6792662032528008,False,2.727240639527178,True
ingv,ECPN,dir,max,2023-01-20 06:45:01,0.6677,False,3.31029045731551,0.16025754646731283,0.09385870009188546,1.796296519002478,False,2.683851141706022,False
ingv,EEC1,mag,max,2022-11-19 11:44:05,0.5661,True,3.142300645114144,-0.927412235366651,0.1989941494778691,0.8470527201668345,False,2.669320773336036,True
ingv,ECPN,mag,max,2022-12-27 11:44:33,0.6775,True,2.3583023436827397,-0.1010637040904867,0.10520307549144091,1.3406189032959928,False,2.665903776425739,False
ingv,ECPN,mag,max,2022-12-27 20:58:36,0.6443,True,2.113842871151701,0.2116521924737378,0.02669286252845689,1.4073359648765729,False,2.6629991280446963,False
ingv,EEC1,dir,max,2022-12-18 17:40:03,0.5218,False,2.7871250246291583,-0.0923707515252965,0.0700122616215342,0.8803288409703383,False,2.66119707190211,True
ingv,EEC1,mag,stack,2023-01-10 14:27:48,0.3194,False,4.821401864902061,0.13262899242620296,0.026153782186320074,1.064501734004185,False,2.651427476420505,False
ingv,EEC1,mag,max,2022-11-19 20:56:15,0.529,False,2.4287520219689913,-0.5134709711092396,0.0905087790379216,0.788712269241023,False,2.644951742452319,True
ingv,EEC1,mag,max,2023-02-09 23:43:18,0.5472,True,6.0881762294093145,0.3327342765848553,0.14554824781421496,2.2901403039810804,False,2.638956957881891,False
experiment,EC1,mag,max,2023-07-27 12:05:16,0.659,True,3.687614409615905,-0.32034232313349875,0.1846300554798537,,False,2.633667676552014,False
