dataset,station,component,method,peak_time,score,significant,snr,kurt,econc,leakage,vetoed,ulp_score,ulp_pass
ingv,ECPN,mag,max,2023-02-07 22:57:57,0.6097,False,1.3397515082387248,-0.2512154928719519,0.10595219924331767,2.021408070556483,False,0.3223151079191071,False
ingv,EEC1,mag,stack,2022-11-27 19:57:58,0.3349,True,3.1487017949177623,-0.6676947204252062,0.17030349374659354,1.1896841482299576,False,0.31198506808520043,False
ingv,ECPN,mag,stack,2022-12-12 09:34:14,0.3643,False,3.0884131068222587,-0.31916862425218584,0.16930065923771853,1.167991656241418,False,0.3053380562277685,False
ingv,EEC1,mag,stack,2023-01-21 13:36:21,0.3276,False,2.9829789376386446,1.4899340924015227,0.09273225334127527,0.5242737813547563,False,0.2991785743643347,True
ingv,EEC1,mag,max,2022-12-16 10:35:02,0.5334,False,2.386732933585681,0.12882950411412475,0.21744623881189634,1.2219603072725835,False,0.29540988654607697,False
ingv,ECPN,mag,stack,2022-12-28 23:59:09,0.3823,True,2.176082370637191,0.06738799954053976,0.1754123127041726,0.528323102120958,False,0.2924584483671573,True
ingv,ECPN,mag,stack,2022-12-24 11:20:17,0.3732,True,2.4902931885128967,-0.4497413253063871,0.1122893895841833,1.3492782482513463,False,0.2921351759177601,False
ingv,EEC1,mag,stack,2022-11-27 05:39:31,0.3415,True,3.854606931397347,0.024678579680561974,0.23878754070994282,0.8335987778033054,False,0.28119390634904007,True
ingv,EEC1,mag,stack,2022-12-07 21:06:55,0.3277,False,2.067853665911223,-0.2948781869563577,0.07562026144122766,1.02389885805128,False,0.2796231928995738,False
ingv,ECPN,mag,max,2023-02-10 18:50:07,0.6124,True,2.3404242711289034,-0.022192053361500985,0.17541209308354577,2.0432898159722397,False,0.2789035170937372,False
ingv,ECPN,mag,stack,2023-02-06 23:48:09,0.4141,True,1.673300858896317,-0.6959640873623547,0.03157467024087911,1.8238483597074917,False,0.27030340885096993,False
